question_id,question,reviewed_static_core_question,source_url,source_title,source_relevant,answer_supported_by_source,question_fully_answered,temporal_claim_supported,high_stakes_or_current,original_question_promote,static_core_promote,gold_evidence_quote,reason,evidence_gap,reviewer_model,reviewer_provenance
CH-0026,Nguồn gốc và ý nghĩa của Tết Nguyên Đán mới nhất năm nay (Mã CH-0026)?,,https://vi.wikipedia.org/wiki/T%E1%BA%BFt_Nguy%C3%AAn_%C4%90%C3%A1n,Tết Nguyên Đán,True,True,False,False,False,False,False,"Tết Nguyên Đán là dịp lễ đầu năm mới theo âm lịch của Việt Nam và các nước thuộc vùng văn hóa Á Đông như Trung Quốc, Đài Loan, Hàn Quốc, Triều Tiên và Nhật Bản, Mông Cổ và cộng đồng người những người theo văn hóa Á Đông ở hải ngoại cũng ăn Tết này.","Nguồn cung cấp một định nghĩa ngắn gọn về Tết Nguyên Đán (nơi tổ chức và bản chất là lễ đầu năm theo âm lịch). Ứng viên đã trích dẫn đúng câu này nên phần trả lời được hỗ trợ bởi nguồn. Tuy nhiên câu hỏi yêu cầu ""nguồn gốc"" và ""ý nghĩa"" — những khía cạnh đó không được đề cập trong đoạn văn nguồn, nên câu trả lời không hoàn chỉnh.","Nguồn không nêu thông tin về lịch sử ra đời (nguồn gốc) của Tết Nguyên Đán và không giải thích ý nghĩa văn hoá, tín ngưỡng hay xã hội của lễ này.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0027,Nghệ thuật hội họa Ấn tượng và các họa sĩ danh tiếng mới nhất năm nay (Mã CH-0027)?,,https://en.wikipedia.org/wiki/Impressionism,Impressionism,True,True,False,False,True,False,False,"Impressionism was a 19th-century art movement characterised by visible brush strokes, open composition, emphasis on accurate depiction of light in its changing qualities, ordinary subject matter, unusual visual angles, and inclusion of movement as a crucial element of human perception and experience. Impressionism originated with a group of Paris-based artists whose independent exhibitions brought them to prominence during the 1870s and 1880s.",The candidate quoted the supplied source accurately (so that excerpt is supported). But the user's question also asks for 'các họa sĩ danh tiếng' and 'mới nhất năm nay' — the provided source excerpt contains no names of famous painters and gives no current-year or 'newest' information. Therefore the candidate answer is incomplete relative to the full question.,"Missing specific names of prominent Impressionist painters (e.g., Monet, Renoir, etc. — not present in source) and any information about recent or 'this year' developments or 'newest' painters; source only gives a general definition and origin period.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0028,Kỹ thuật trồng rau sạch theo phương pháp thủy canh mới nhất năm nay (Mã CH-0028)?,,https://en.wikipedia.org/wiki/Hydroponics,Hydroponics - Wikipedia,False,False,False,False,True,False,False,,"Không có nội dung nguồn được cung cấp (source_text trống), nên không thể kiểm tra hay trích dẫn bằng chứng để hỗ trợ hoặc bác bỏ các tuyên bố trong câu trả lời ứng viên.","Thiếu toàn bộ văn bản nguồn. Cần trích dẫn từ nguồn để chứng minh/kiểm tra: mô tả và cơ chế từng phương pháp (NFT, DWC, aeroponic), các giới hạn pH/EC/nhiệt độ được khuyến nghị, và bằng chứng cho các con số lợi ích (tiết kiệm 90% nước; thu hoạch nhanh hơn 30–50%). Ngoài ra, không có bằng chứng nào về tuyên bố 'mới nhất năm nay'.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0029,Cách bảo quản thực phẩm trong tủ lạnh đúng cách không bị hỏng mới nhất năm nay (Mã CH-0029)?,,https://en.wikipedia.org/wiki/Food_storage,Food storage - Wikipedia,False,False,False,False,False,False,False,,"No source_text was provided with the candidate answer. Because the reviewer may only use the supplied source, I cannot confirm any of the factual claims in the candidate answer. Promotion is disallowed when the source does not directly answer the question.","Missing source content: no quoted or supplied text from the referenced Wikipedia page. Specific unsupported claims include the exact temperature ranges (0–4°C, −18°C), placement rules, the list of items 'not to store' (tomatoes, potatoes, bananas, onions), and the stated storage durations for meats, vegetables, and cooked rice.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0030,Lịch sử và quy mô của Giải vô địch bóng đá thế giới World Cup mới nhất năm nay (Mã CH-0030)?,,https://vi.wikipedia.org/wiki/Gi%E1%BA%A3i_v%C3%B4_%C4%91%E1%BB%8Bch_b%C3%B3ng_%C4%91%C3%A1_th%E1%BA%BF_gi%E1%BB%9Bi,Giải vô địch bóng đá thế giới,False,False,False,False,True,False,False,,"The provided source_text is empty, so no claims in the candidate answer can be verified against the supplied source. Although the candidate includes recognizable general facts about the World Cup, those facts are not present in the provided source content and the candidate answer is truncated. The question specifically requests information about the most recent edition (""mới nhất/năm nay""), which the candidate does not supply and which cannot be confirmed without source material.","Missing source content for: complete historical summary; confirmation of the quoted sentences; details of the most recent/current World Cup edition (host country, dates, participating teams count, tournament format specifics, number of matches, goals, attendance, winner and runner-up, top scorer, notable records). The candidate answer is also cut off mid-sentence and lacks these specifics.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0031,Các xu hướng trí tuệ nhân tạo nổi bật năm nay mới nhất năm nay (Mã CH-0031)?,,https://en.wikipedia.org/wiki/DNA,DNA - Wikipedia,False,False,False,False,True,False,False,,"Nguồn văn bản được cung cấp trống (không có nội dung) nên không có bằng chứng hỗ trợ cho bất kỳ phần nào của câu trả lời ứng viên. Hơn nữa, câu trả lời ứng viên lập luận về DNA (sinh học phân tử), hoàn toàn không liên quan tới câu hỏi về xu hướng trí tuệ nhân tạo.","Không có văn bản nguồn để trích dẫn các xu hướng AI; thiếu danh sách xu hướng cụ thể, dẫn chứng, thời gian hoặc nguồn tham khảo. Câu trả lời ứng viên cung cấp thông tin về cấu trúc và ứng dụng ADN, chủ đề không liên quan và không khắc phục được khoảng trống bằng chứng.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0032,Các hình thức đầu tư bất động sản an toàn cho cá nhân mới nhất năm nay (Mã CH-0032)?,,https://en.wikipedia.org/wiki/Gravity,Gravity - Wikipedia,False,False,False,False,True,False,False,,"Văn bản nguồn (source_text) trống nên không có bằng chứng nào để xác minh hay hỗ trợ nội dung. Hơn nữa, câu trả lời ứng viên nói về lực hấp dẫn (vật lý), hoàn toàn không liên quan tới câu hỏi về đầu tư bất động sản. Câu hỏi có yếu tố thời sự ('mới nhất/năm nay') liên quan tới tư vấn tài chính, do đó mang tính hiện thời/có rủi ro nếu trả lời sai; không thể chấp nhận thông tin không được hỗ trợ.","Không có nội dung nguồn để trích dẫn hoặc kiểm tra. Thiếu thông tin chuyên môn về các hình thức đầu tư bất động sản (ví dụ: loại hình, rủi ro, lợi nhuận, quy định hiện hành) và thiếu bất kỳ cập nhật 'năm nay' nào.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0033,Điều kiện thừa kế di sản theo pháp luật dân sự mới nhất năm nay (Mã CH-0033)?,,https://en.wikipedia.org/wiki/Vietnam_War,Vietnam War - Wikipedia,False,False,False,False,True,False,False,,"Nguồn cung cấp rỗng và không liên quan tới câu hỏi về thừa kế; đáp án ứng viên đề cập đến Chiến tranh Việt Nam nên hoàn toàn không trả lời câu hỏi pháp luật. Vì đây là thông tin pháp lý hiện hành (tính chất có thể tác động lớn tới quyền lợi), không thể chấp nhận hay suy đoán đáp án khi không có văn bản pháp luật trích dẫn.",Không có 'source_text' để kiểm chứng; URL chủ đề không liên quan; thiếu trích dẫn Bộ luật Dân sự hoặc văn bản pháp lý hiện hành nên không thể cung cấp câu trả lời đúng hoặc cập nhật.,gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0034,Tác hại của việc thức khuya liên tục đối với gan và tim mạch mới nhất năm nay (Mã CH-0034)?,,https://en.wikipedia.org/wiki/Internet,Internet - Wikipedia,False,False,False,False,True,False,False,,"The provided source_text is empty, so there is no supporting material for the candidate answer or the question. The candidate's content is about the Internet (unrelated topic) and therefore cannot be supported by the (absent) source. Because the question requests recent medical information about health harms, this is a current/high-stakes topic; an unrelated answer plus lack of source support makes the candidate answer invalid.","No source text was provided. Missing any citations or excerpts about effects of chronic late-night waking (sleep deprivation/chronically delayed sleep) on the liver or cardiovascular system, including mechanisms, epidemiological findings, clinical recommendations, or any studies from the requested timeframe. There is no data to support any temporal claim ""mới nhất/năm nay.""",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0035,Định luật vạn vật hấp dẫn của Newton được ứng dụng ra sao mới nhất năm nay (Mã CH-0035)?,,https://en.wikipedia.org/wiki/Antibiotic_resistance,Antimicrobial resistance - Wikipedia,False,False,False,False,True,False,False,,"Không có source_text được cung cấp nên không thể xác minh bất kỳ thông tin nào trong trả lời ứng viên. Hơn nữa, trả lời ứng viên không liên quan tới câu hỏi gốc (câu hỏi yêu cầu thông tin về ứng dụng của định luật vạn vật hấp dẫn của Newton, trong khi trả lời nói về kháng kháng sinh). Do đó trả lời không được hỗ trợ bởi nguồn và câu hỏi không được trả lời.","Không có văn bản nguồn cung cấp. Để trả lời đúng câu hỏi cần: (1) nguồn hoặc trích dẫn mô tả các ví dụ cụ thể về việc áp dụng định luật vạn vật hấp dẫn của Newton (ví dụ trong kỹ thuật, hàng không vũ trụ, mô phỏng quỹ đạo, v.v.) và nếu yêu cầu thì bằng chứng rằng những ứng dụng đó diễn ra ""mới nhất/năm nay""; (2) ngày hoặc tài liệu tham khảo cho các tuyên bố mang tính thời điểm; (3) nếu duy trì các con số (ví dụ thống kê, dự báo), cần trích dẫn nguồn tin cậy để xác nhận. Ngoài ra, trả lời ứng viên cần được thay thế hoàn toàn bằng nội dung đúng chủ đề.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0036,Đặc trưng kiến trúc của các ngôi chùa cổ ở Bắc Bộ mới nhất năm nay (Mã CH-0036)?,,https://en.wikipedia.org/wiki/Artificial_intelligence,Artificial Intelligence - Wikipedia,False,False,False,False,False,False,False,,"The provided source_text is empty and the source_url (Wikipedia article on Artificial Intelligence) is unrelated to the question about chùa cổ ở Bắc Bộ. Therefore there is no evidence in the supplied material to support the candidate answer, which is about a different topic.","No source_text was provided. The available URL is for an AI article, not about Vietnamese temples, so there are no quotes or passages that could support an answer about architectural features of Bắc Bộ temples. A relevant source (text about Bắc Bộ chùa cổ) is required to answer the question and verify any candidate answer.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0037,Xu hướng sáng tạo nội dung trên nền tảng TikTok và YouTube mới nhất năm nay (Mã CH-0037)?,,https://en.wikipedia.org/wiki/Python_(programming_language),Python programming language - Wikipedia,False,False,False,False,True,False,False,,"Ứng viên trả lời về Python, không trả lời câu hỏi về xu hướng nội dung trên TikTok/YouTube. Ngoài ra, trường source_text được cung cấp rỗng, nên không có văn bản nguồn nào để kiểm chứng hoặc trích dẫn. Vì thế không thể xác nhận hay thúc đẩy câu trả lời gốc.","Thiếu văn bản nguồn liên quan đến xu hướng nội dung trên TikTok và YouTube, chẳng hạn như: báo cáo xu hướng năm hiện tại của TikTok/YouTube, phân tích ngành từ công ty nghiên cứu (App Annie, DataReportal, Hootsuite...), bài viết/tổng kết có ngày tháng rõ ràng, hoặc số liệu về lượt xem/thể loại/định dạng nội dung phổ biến trong năm. Cần các trích dẫn/tài liệu có nội dung và mốc thời gian cụ thể để trả lời chính xác câu hỏi 'mới nhất năm nay'.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0038,Thực trạng ô nhiễm nhựa đại dương và giải pháp khắc phục mới nhất năm nay (Mã CH-0038)?,,https://en.wikipedia.org/wiki/Climate_change,Climate change - Wikipedia,False,False,False,False,True,False,False,,"Văn bản nguồn (source_text) trống nên không có bằng chứng để kiểm chứng bất kỳ khẳng định nào. Ngoài ra, candidate answer nội dung về biến đổi khí hậu, không trả lời câu hỏi về ô nhiễm nhựa đại dương. Vì vậy không thể chấp nhận hoặc quảng bá câu trả lời này.","Văn bản nguồn thiếu hoàn toàn. Cần các bằng chứng/nguồn chứa: số liệu về khối lượng và phân bố rác nhựa biển; nguồn phát thải chính; tác động lên hệ sinh thái và con người; các biện pháp, công nghệ và chính sách đã triển khai; và các cập nhật/giải pháp mới nhất trong năm hiện hành với trích dẫn cụ thể. Ứng viên hiện tại cũng không đề cập tới những nội dung này.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0039,Cách chăm sóc chó mèo cảnh khi mới bắt về nhà mới nhất năm nay (Mã CH-0039)?,,https://en.wikipedia.org/wiki/Blockchain,Blockchain - Wikipedia,False,False,False,False,False,False,False,,"Nguồn văn bản được cung cấp trống; URL/tiêu đề chỉ ra nội dung về blockchain, không liên quan đến chăm sóc thú cưng. Câu trả lời ứng viên không trả lời câu hỏi người dùng. Vì không có nội dung nguồn liên quan, không thể xác minh hay trích dẫn bằng chứng.","Không có đoạn văn bản nào về chăm sóc chó/mèo (thích nghi, dinh dưỡng, vệ sinh, tiêm chủng, an toàn, dấu hiệu sức khỏe). Nguồn hiện tại liên quan tới một chủ đề hoàn toàn khác (blockchain).",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0040,Cách chạy bộ đúng kỹ thuật để không bị đau gối mới nhất năm nay (Mã CH-0040)?,,https://en.wikipedia.org/wiki/Electric_vehicle,Electric vehicle - Wikipedia,False,False,False,False,True,False,False,,"The provided source_text is empty, so there is no evidence to support any claims. The candidate answer addresses a completely different topic (electric vehicles) than the question (running technique to avoid knee pain). Because the source content is missing and the answer is off-topic, the answer cannot be supported or promoted.",No source content was provided. Missing any text about running technique or knee pain. Candidate answer contains claims about electric vehicles that cannot be verified from the (empty) source and are irrelevant to the question.,gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0041,So sánh điện toán đám mây Cloud và Edge Computing mới nhất năm nay (Mã CH-0041)?,,https://en.wikipedia.org/wiki/Meditation,Meditation - Wikipedia,False,False,False,False,False,False,False,,The source_text is empty (no content to support any claims). The candidate answer is about meditation and is unrelated to the question. Therefore there is no way to verify or support the candidate's statements from the provided source.,"Missing any source material about Cloud Computing or Edge Computing. Specifically needed: authoritative definitions of Cloud and Edge computing, comparison criteria (latency, bandwidth, processing location, scalability, cost, security/privacy, manageability), typical use cases and examples, and any citations or dated evidence if the question requests ""mới nhất/năm nay"" (recent developments).",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0042,Cách tính thuế thu nhập cá nhân mới nhất mới nhất năm nay (Mã CH-0042)?,,https://en.wikipedia.org/wiki/Microplastics,Microplastics - Wikipedia,False,False,False,False,True,False,False,,"Văn bản nguồn được cung cấp trống, nên không có bằng chứng để xác thực hay trích dẫn cho bất kỳ thông tin nào. Hơn nữa, đáp án ứng viên không trả lời câu hỏi: nội dung ứng viên về microplastics không liên quan đến việc 'cách tính thuế thu nhập cá nhân'. Vì vậy không thể xác nhận câu trả lời và không thể promote câu hỏi/đáp án.","Thiếu nội dung nguồn (source_text trống) và không có thông tin về quy định/công thức tính thuế thu nhập cá nhân. Đáp án ứng viên trả lời một chủ đề khác (microplastics), do đó không có bằng chứng hỗ trợ cho câu hỏi.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0043,Thủ tục đăng ký kết hôn có yếu tố nước ngoài mới nhất năm nay (Mã CH-0043)?,,https://en.wikipedia.org/wiki/Stock_market,Stock market - Wikipedia,False,False,False,False,True,False,False,,"1) Candidate answer không liên quan đến câu hỏi (nội dung về cổ phiếu/đầu tư). 2) source_text trống nên không có bằng chứng nào trong nguồn để hỗ trợ hoặc sửa câu trả lời. 3) Câu hỏi yêu cầu thông tin pháp lý ""mới nhất/năm nay"", tức là nhạy cảm theo thời gian — cần nguồn pháp lý hiện hành để trả lời chính xác. Do đó không thể quảng bá (promote) câu hỏi hay câu trả lời hiện tại.","Thiếu các nội dung/nguồn cần thiết để trả lời: 1) Toàn văn văn bản pháp luật hoặc hướng dẫn liên quan (ví dụ: Luật Hộ tịch, nghị định, thông tư, văn bản hướng dẫn hiện hành). 2) Ngày ban hành và hiệu lực của văn bản (để xác định ""mới nhất""). 3) Danh mục hồ sơ cần nộp (giấy tờ của bên Việt Nam và bên nước ngoài; giấy khai sinh, CMND/hộ chiếu, văn bản xác nhận tình trạng hôn nhân...). 4) Yêu cầu hợp thức hóa, hợp pháp hóa lãnh sự, hợp thức hóa/chứng thực dịch thuật. 5) Cơ quan tiếp nhận (UBND cấp huyện, Sở Tư pháp, cơ quan đại diện Việt Nam ở nước ngoài) và nơi nộp hồ sơ. 6) Mẫu biểu, lệ phí, và thời hạn giải quyết. 7) Quy định về trường hợp có yếu tố nước ngoài đặc thù (ví dụ chênh lệch tuổi, khác quốc tịch, hôn nhân với người vô danh). Cung cấp những tài liệu/điểm trên sẽ cho phép soát và trả lời chính xác.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0044,Cách phân biệt sốt xuất huyết và sốt siêu vi mới nhất năm nay (Mã CH-0044)?,,https://en.wikipedia.org/wiki/Gut_microbiome,Gut microbiota - Wikipedia,False,False,False,False,True,False,False,,"Nguồn được cung cấp (source_text) trống, nên không có văn bản nào để xác minh hay hỗ trợ câu trả lời. Ngoài ra, nội dung ứng viên không liên quan tới câu hỏi (ứng viên nói về hệ vi sinh ruột trong khi câu hỏi hỏi về phân biệt hai loại sốt). Vì vậy không thể xác nhận hay chấp nhận câu trả lời.","Để trả lời hợp lệ, nguồn cần chứa thông tin so sánh triệu chứng lâm sàng, xét nghiệm chẩn đoán và dấu hiệu phân biệt giữa sốt xuất huyết và sốt siêu vi (ví dụ: triệu chứng đặc trưng, kết quả xét nghiệm máu, tiêu chuẩn chẩn đoán, thời điểm xuất hiện các triệu chứng). Những nội dung này không có trong nguồn hiện tại.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0045,Các trường đại học top đầu về ngành Công nghệ thông tin mới nhất năm nay (Mã CH-0045)?,,https://en.wikipedia.org/wiki/Cybersecurity,Computer security - Wikipedia,False,False,False,False,True,False,False,,"Nguồn văn bản trống; do đó không có bằng chứng trong source để hỗ trợ câu trả lời ứng viên. Hơn nữa, nội dung câu trả lời ứng viên không liên quan đến câu hỏi (câu hỏi yêu cầu danh sách các trường đại học hàng đầu ngành CNTT, trong khi câu trả lời nói về an ninh mạng).","Thiếu hoàn toàn văn bản nguồn để xác minh. Cần nguồn đáng tin cậy liệt kê các trường đại học hàng đầu cho ngành Công nghệ thông tin (ví dụ: bảng xếp hạng QS/Times Higher Education/Shanghai hoặc danh sách chính thức của cơ quan giáo dục quốc gia), và cần rõ phạm vi (quốc gia hay toàn cầu) và năm cụ thể để trả lời phần 'mới nhất/năm nay'.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0046,Di sản văn hóa phi vật thể nào của Việt Nam được UNESCO công nhận mới nhất năm nay (Mã CH-0046)?,,https://en.wikipedia.org/wiki/Coffee,Coffee - Wikipedia,False,False,False,False,True,False,False,,"Candidate answer nói về cà phê và các thông tin dinh dưỡng/xuất khẩu, hoàn toàn không trả lời câu hỏi về di sản văn hóa phi vật thể của Việt Nam. Hơn nữa, source_text được cung cấp là trống, nên không có nội dung nào trong nguồn hỗ trợ cả câu trả lời gốc lẫn bất kỳ xác minh nào.","Không có văn bản nguồn (source_text trống). Câu hỏi yêu cầu một thực thể tên riêng và mốc thời gian ('mới nhất năm nay'), nhưng những thông tin này không có trong nguồn được cung cấp, do đó không thể xác minh hoặc sửa chữa câu trả lời dựa trên nguồn.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0047,Lịch sử ra đời của bộ môn Kịch nói và Sân khấu mới nhất năm nay (Mã CH-0047)?,,https://en.wikipedia.org/wiki/Photosynthesis,Photosynthesis - Wikipedia,False,False,False,False,False,False,False,,"The supplied source_text is empty (no content to verify against). The candidate answer is about photosynthesis, which does not address the question about the history of Kịch nói và Sân khấu. Therefore the answer is unsupported and the question is not answered.","No source content was provided to support any claims. Required evidence would be a source that specifically discusses the origin/history of the discipline ""Kịch nói và Sân khấu"" (preferably including any recent developments if the user requests 'mới nhất/năm nay'). The candidate answer provides no relevant facts for that topic.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0048,Ứng dụng công nghệ cao trong sản xuất nông nghiệp thông minh mới nhất năm nay (Mã CH-0048)?,,https://en.wikipedia.org/wiki/Inflation,Inflation - Wikipedia,False,False,False,False,False,False,False,,"Văn bản nguồn (source_text) rỗng; không có trích dẫn hay bằng chứng nào để xác nhận nội dung ứng viên đưa ra. Hơn nữa, nội dung ứng viên (lạm phát) không trả lời câu hỏi (ứng dụng công nghệ cao trong nông nghiệp thông minh), nên không được hỗ trợ.",Thiếu hoàn toàn nội dung nguồn để xác minh; không có thông tin về các công nghệ/năm gần đây/ứng dụng cụ thể trong nông nghiệp thông minh. Ứng viên cũng không nêu nguồn tham chiếu liên quan.,gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0049,Kinh nghiệm mua nhà trả góp cho vợ chồng trẻ mới nhất năm nay (Mã CH-0049)?,,https://en.wikipedia.org/wiki/Sleep,Sleep - Wikipedia,False,False,False,False,True,False,False,,"Nguồn văn bản được cung cấp rỗng nên không thể xác minh bất kỳ nội dung nào. Nội dung ứng viên nói về giấc ngủ hoàn toàn không trả lời câu hỏi về mua nhà trả góp. Vì đây là vấn đề tài chính lớn (mua nhà), cần thông tin chính xác và cập nhật; do đó không thể chấp nhận hoặc quảng bá câu trả lời hiện tại.","Thiếu mọi bằng chứng liên quan tới mua nhà trả góp: thông tin về loại hình vay/hợp đồng trả góp, lãi suất (cố định/biến đổi), tiền đặt cọc/tiền trả trước, thời hạn vay, cách tính lãi và hóa đơn trả góp, thủ tục pháp lý và giấy tờ cần chuẩn bị, ảnh hưởng của điểm tín dụng, thuế/phí liên quan, lời khuyên đàm phán giá/điều khoản, ví dụ thực tế hoặc kinh nghiệm của các cặp vợ chồng trẻ, và các quy định/quy chuẩn hiện hành. Cần nguồn tin đáng tin cậy (ngân hàng, cơ quan quản lý nhà ở, luật sư bất động sản, chuyên gia tài chính) để hỗ trợ từng khuyến nghị.",gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
CH-0050,Các bài tập Cardio đốt mỡ thừa hiệu quả tại nhà mới nhất năm nay (Mã CH-0050)?,,https://en.wikipedia.org/wiki/Water_cycle,Water cycle - Wikipedia,False,False,False,False,True,False,False,,"Ứng viên trả lời một chủ đề khác (chu trình nước) thay vì chủ đề được hỏi (cardio). Thêm nữa, trường 'source_text' rỗng nên không có bằng chứng nào trong nguồn để xác nhận hoặc hỗ trợ câu trả lời. Yêu cầu có yếu tố thời gian ('mới nhất năm nay') không thể kiểm chứng vì không có nội dung nguồn thời gian liên quan.",Không có văn bản nguồn để trích dẫn; chủ đề nguồn (water cycle) khác hoàn toàn chủ đề câu hỏi (cardio); thiếu thông tin cập nhật/temporal để chứng minh 'mới nhất năm nay'.,gpt-5-mini,independent_llm_review_of_supplied_source_only; not human review
